191820;1;7;13800.0;200.0;200.0;200.0;0;;;;;
182508;1;7;13800.0;200.0;200.0;200.0;0;;;;;
193151;1;7;13800.0;200.0;200.0;200.0;0;;;;;
185887;1;7;13800.0;200.0;200.0;200.0;0;;;;;
23052;1;7;13800.0;200.0;200.0;200.0;0;;;;;
183810;1;7;13800.0;200.0;200.0;200.0;0;;;;;
45344;1;7;13800.0;200.0;200.0;200.0;0;;;;;
194982;1;7;13800.0;200.0;200.0;200.0;0;;;;;
50486;1;7;13800.0;200.0;200.0;200.0;0;;;;;
54868;1;7;13800.0;200.0;200.0;200.0;0;;;;;
201439;1;7;13800.0;200.0;200.0;200.0;0;;;;;
94633;1;7;13800.0;200.0;200.0;200.0;0;;;;;
97810;1;7;13800.0;200.0;200.0;200.0;0;;;;;
115497;1;7;13800.0;200.0;200.0;200.0;0;;;;;
116327;1;7;13800.0;200.0;200.0;200.0;0;;;;;
119528;1;7;13800.0;200.0;200.0;200.0;0;;;;;
128119;1;7;13800.0;200.0;200.0;200.0;0;;;;;
132054;1;7;13800.0;200.0;200.0;200.0;0;;;;;
129100;1;7;13800.0;200.0;200.0;200.0;0;;;;;
132644;1;7;13800.0;200.0;200.0;200.0;0;;;;;
133180;1;7;13800.0;200.0;200.0;200.0;0;;;;;
136107;1;7;13800.0;200.0;200.0;200.0;0;;;;;
147046;1;7;13800.0;200.0;200.0;200.0;0;;;;;
147944;1;7;13800.0;200.0;200.0;200.0;0;;;;;
175674;1;7;13800.0;200.0;200.0;200.0;0;;;;;
